02K,JF,-173.909969,-17.615203
02K,KF,-173.357214,-17.622280
02K,LF,-172.415079,-17.631222
02K,MF,-171.472523,-17.635665
02K,NF,-170.527477,-17.635665
02K,PF,-169.584920,-17.631222
02K,QF,-168.642786,-17.622280
02K,RF,-168.090031,-17.615203
02K,JG,-173.903348,-16.712337
02K,KG,-173.345760,-16.719135
02K,LG,-172.408173,-16.727588
02K,MG,-171.470174,-16.731788
02K,NG,-170.529826,-16.731788
02K,PG,-169.591827,-16.727588
02K,QG,-168.654240,-16.719135
02K,RG,-168.096651,-16.712337
02K,JH,-173.901502,-16.131110
02K,KH,-173.337860,-16.136278
02K,LH,-172.403100,-16.139382
02K,MH,-171.467963,-16.140417
02K,NH,-170.532037,-16.140417
02K,PH,-169.596900,-16.139382
02K,QH,-168.662140,-16.136278
02K,RH,-168.098498,-16.131110
02L,JH,-173.897133,-15.678288
02L,KH,-173.333145,-15.679626
02L,LH,-172.400399,-15.684492
02L,MH,-171.467309,-15.687415
02L,NH,-170.532691,-15.687415
02L,PH,-169.599601,-15.684492
02L,QH,-168.666855,-15.679626
02L,RH,-168.102867,-15.678288
02L,JJ,-173.891314,-14.906388
02L,KJ,-173.324893,-14.912590
02L,LJ,-172.395588,-14.920081
02L,MJ,-171.465888,-14.923799
02L,NJ,-170.534112,-14.923799
02L,PJ,-169.604412,-14.920081
02L,QJ,-168.675107,-14.912590
02L,RJ,-168.108685,-14.906388
02L,JK,-173.885885,-14.003312
02L,KK,-173.315451,-14.009199
02L,LK,-172.389891,-14.016215
02L,MK,-171.463945,-14.019695
02L,NK,-170.536055,-14.019695
02L,PK,-169.610108,-14.016215
02L,QK,-168.684549,-14.009199
02L,RK,-168.114114,-14.003312
02L,JL,-173.880838,-13.100174
02L,KL,-173.306653,-13.105736
02L,LL,-172.384583,-13.112279
02L,ML,-171.462132,-13.115523
02L,NL,-170.537868,-13.115523
02L,PL,-169.615417,-13.112279
02L,QL,-168.693347,-13.105736
02L,RL,-168.119162,-13.100174
02L,JM,-173.876166,-12.196978
02L,KM,-173.298488,-12.202203
02L,LM,-172.379654,-12.208278
02L,MM,-171.460446,-12.211287
02L,NM,-170.539554,-12.211287
02L,PM,-169.620346,-12.208278
02L,QM,-168.701512,-12.202203
02L,RM,-168.123833,-12.196978
02L,JN,-173.871864,-11.293726
02L,KN,-173.290945,-11.298607
02L,LN,-172.375100,-11.304215
02L,MN,-171.458887,-11.306992
02L,NN,-170.541113,-11.306992
02L,PN,-169.624900,-11.304215
02L,QN,-168.709055,-11.298607
02L,RN,-168.128136,-11.293726
02L,JP,-173.867926,-10.390423
02L,KP,-173.284015,-10.394951
02L,LP,-172.370913,-10.400096
02L,MP,-171.457450,-10.402642
02L,NP,-170.542550,-10.402642
02L,PP,-169.629087,-10.400096
02L,QP,-168.715985,-10.394951
02L,RP,-168.132074,-10.390423
02L,JQ,-173.864346,-9.487073
02L,KQ,-173.277687,-9.491240
02L,LQ,-172.367090,-9.495925
02L,MQ,-171.456135,-9.498240
02L,NQ,-170.543865,-9.498240
02L,PQ,-169.632910,-9.495925
02L,QQ,-168.722313,-9.491240
02L,RQ,-168.135654,-9.487073
02L,JR,-173.861121,-8.583680
02L,KR,-173.271955,-8.587478
02L,LR,-172.363624,-8.591705
02L,MR,-171.454940,-8.593791
02L,NR,-170.545060,-8.593791
02L,PR,-169.636376,-8.591705
02L,QR,-168.728045,-8.587478
02L,RR,-168.138879,-8.583680
02L,JS,-173.860676,-8.066454
02L,KS,-173.268422,-8.068988
02L,LS,-172.361314,-8.070510
02L,MS,-171.453863,-8.071017
02L,NS,-170.546137,-8.071017
02L,PS,-169.638686,-8.070510
02L,QS,-168.731578,-8.068988
02L,RS,-168.139324,-8.066454
02M,JS,-173.858246,-7.613794
02M,KS,-173.266366,-7.614683
02M,LS,-172.360204,-7.616932
02M,MS,-171.453705,-7.618282
02M,NS,-170.546295,-7.618282
02M,PS,-169.639796,-7.616932
02M,QS,-168.733634,-7.614683
02M,RS,-168.141754,-7.613794
02M,JT,-173.855717,-6.776780
02M,KT,-173.262248,-6.779823
02M,LT,-172.357749,-6.783139
